,item_id,NP,Oblig,Error,ErType,ErType2,definiteness,ref,Hawkins,HeadN,Abstract,Rev_abstr,modif,Score,Target_the,Target_zero,NL_Korean,NL_Mandarin,NL_Russian,Ntype_plural,Ntype_sing,Synt_obj,Synt_predprop,Synt_sub
31184,31185,I work as a tutor to teach English during the winter vacation to earn some money .,obl_om,error,over_the,over,def,nonspec,indef,vacation,concr,concr,no_mod,0,False,True,False,True,False,False,True,True,False,False
31186,31187,"His English is n't quite good , but he does well in mathematics .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,mathematics,abstr,abstr,no_mod,1,False,True,False,True,False,False,False,True,False,False
31189,31190,"Today he told me that he had a math class this morning , and asked me to review it .",obl,correct,correct_a,correct_art,indef,spec,indef,class,concr,concr,no_mod,1,False,False,False,True,False,False,True,True,False,False
31190,31191,"On seeing the book , I got mad , because he learned Olympic math , which is damn hard , so I 'm not qualified ( or equal ) to teach him math .",obl,correct,correct_the,correct_art,def,spec,anaphoric,book,concr,concr,no_mod,1,True,False,False,True,False,False,True,True,False,False
31191,31192,"On seeing the book , I got mad , because he learned Olympic math , which is damn hard , so I 'm not qualified ( or equal ) to teach him math .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,math,concr,concr,mod,1,False,True,False,True,False,False,False,True,False,False
31195,31196,"The boy told me it is simple , as long as the question is a chinese one , he can solve it easily .",obl,correct,correct_the,correct_art,def,spec,situational,boy,concr,concr,no_mod,1,True,False,False,True,False,False,True,False,False,True
31196,31197,"The boy told me it is simple , as long as the question is a chinese one , he can solve it easily .",obl,correct,correct_the,correct_art,def,spec,situational,question,concr,concr,no_mod,1,True,False,False,True,False,False,True,False,False,True
31197,31198,"More and more children in china are this kind of things , which make them super clever , but I do n't think they are willing to learn them .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,children,concr,concr,mod,1,False,True,False,True,False,False,False,False,False,True
31199,31200,"But it is not warm my house by only it , I alos use Oil fan heater .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,heater,concr,concr,no_mod,1,False,True,False,False,False,False,True,True,False,False
31201,31202,I used oil fan heater instead of it then .,obl,error,omit_the,omit,indef,nonspec,indef,heater,concr,concr,no_mod,0,True,False,False,False,False,False,True,True,False,False
31203,31204,What are the advantages and disadvantages of the Internet .,obl,correct,correct_the,correct_art,def,spec,explanatory,advantages,abstr,abstr,no_mod,1,True,False,False,True,False,True,False,False,False,True
31204,31205,Nowadays the Internet has performed more and more significant role in our society .,obl,error,omit_a,omit,indef,spec,indef,role,abstr,abstr,mod,0,False,False,False,True,False,False,True,True,False,False
31207,31208,"For example , before the appearance of the Internet , people had to send mails to friends or relatives who were in another city or country , and this would cost about two weeks or even more time .",obl,correct,correct_the,correct_art,def,spec,explanatory,appearance,concr,concr,no_mod,1,True,False,False,True,False,False,True,True,False,False
31208,31209,"For example , before the appearance of the Internet , people had to send mails to friends or relatives who were in another city or country , and this would cost about two weeks or even more time .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,people,concr,concr,no_mod,1,False,True,False,True,False,False,False,False,False,True
31209,31210,"For example , before the appearance of the Internet , people had to send mails to friends or relatives who were in another city or country , and this would cost about two weeks or even more time .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,mails,concr,concr,no_mod,1,False,True,False,True,False,False,False,True,False,False
31210,31211,"For example , before the appearance of the Internet , people had to send mails to friends or relatives who were in another city or country , and this would cost about two weeks or even more time .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,friends,concr,concr,no_mod,1,False,True,False,True,False,False,False,True,False,False
31212,31213,But now they can use the email which just cost a few seconds .,obl,correct,correct_the,correct_art,def,nonspec,situational,email,concr,concr,no_mod,1,True,False,False,True,False,False,True,True,False,False
31214,31215,The principle defect of it is that it contains numerous obscene and violent materials which could exert bad influences on children who lack adequate self - control abilities .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,materials,concr,concr,mod,1,False,True,False,True,False,False,False,True,False,False
31215,31216,The principle defect of it is that it contains numerous obscene and violent materials which could exert bad influences on children who lack adequate self - control abilities .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,influences,abstr,abstr,mod,1,False,True,False,True,False,False,False,True,False,False
31216,31217,The principle defect of it is that it contains numerous obscene and violent materials which could exert bad influences on children who lack adequate self - control abilities .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,abilities,abstr,abstr,mod,1,False,True,False,True,False,False,False,True,False,False
31218,31219,The on - line computer games also pose potential risks to children because they may spend to much time in the virtual world rather than study in the real world .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,risks,concr,concr,mod,1,False,True,False,True,False,False,False,True,False,False
31220,31221,The on - line computer games also pose potential risks to children because they may spend to much time in the virtual world rather than study in the real world .,obl,correct,correct_the,correct_art,def,nonspec,situational,world,concr,concr,mod,1,True,False,False,True,False,False,True,True,False,False
31221,31222,The on - line computer games also pose potential risks to children because they may spend to much time in the virtual world rather than study in the real world .,obl,correct,correct_the,correct_art,def,nonspec,situational,world,concr,concr,mod,1,True,False,False,True,False,False,True,True,False,False
31222,31223,"In my opinion , the government should lay down regulations and laws to forbid the indecent information on the Internet and make it safer to children .",obl,correct,correct_the,correct_art,def,spec,situational,government,abstr,abstr,no_mod,1,True,False,False,True,False,False,False,False,False,True
31223,31224,"In my opinion , the government should lay down regulations and laws to forbid the indecent information on the Internet and make it safer to children .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,regulations,abstr,abstr,no_mod,1,False,True,False,True,False,False,False,True,False,False
31224,31225,"In my opinion , the government should lay down regulations and laws to forbid the indecent information on the Internet and make it safer to children .",obl_om,error,over_the,over,def,nonspec,explanatory,information,abstr,abstr,mod,0,False,True,False,True,False,False,True,True,False,False
31225,31226,"In my opinion , the government should lay down regulations and laws to forbid the indecent information on the Internet and make it safer to children .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,children,concr,concr,no_mod,1,False,True,False,True,False,False,False,True,False,False
31226,31227,I like basketball the most in those .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,basketball,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31227,31228,"I 'm keeping on basketball from I was elementaly - school student . It is very difficalt sports for me , why I 'm not tall well . But , I practiced shoot many times by 3 - point - line .",obl,error,omit_a,omit,indef,nonspec,indef,basketball,concr,concr,no_mod,0,False,False,False,False,False,False,False,True,False,False
31228,31229,I still enjoy in holiday .,obl,error,omit_the,omit,indef,nonspec,indef,holiday,concr,concr,no_mod,0,True,False,False,False,False,False,True,True,False,False
31232,31233,"First , a man , who is the top teacher in my school , speeched .",obl,correct,correct_a,correct_art,indef,spec,indef,man,concr,concr,no_mod,1,False,False,False,False,False,False,True,False,False,True
31236,31237,"And I thought that he was a nerd . . . ( Then , I felt sleepy and I could n't remember what he spoke after this . ) `` Finally , he said `` I think you should say that you love a girl , if you love her . `` I did n't listen to his story very much , anyway , I 'm sure that his story was useless .",obl,correct,correct_a,correct_art,indef,nonspec,indef,girl,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31237,31238,"Third , a man , who is a professor from a quite famous university , speeched .",obl,correct,correct_a,correct_art,indef,spec,indef,man,concr,concr,no_mod,1,False,False,False,False,False,False,True,False,False,True
31240,31241,`` I wanna intoroduce about the difference of each country 's education system .,obl,correct,correct_the,correct_art,def,spec,explanatory,difference,abstr,abstr,no_mod,1,True,False,False,False,False,False,False,True,False,False
31242,31243,"For example , in USA , they eat food by thinking about `` cal `` .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,food,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31244,31245,"After them , a student , who is 2nd grade , speeched .",obl,correct,correct_a,correct_art,indef,spec,indef,student,concr,concr,no_mod,1,False,False,False,False,False,False,True,False,False,True
31245,31246,I need training of expression in English .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,training,abstr,abstr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31247,31248,And ask instructors advice on everything when you have problems .,obl,error,omit_the,omit,indef,nonspec,indef,instructors,abstr,abstr,no_mod,0,True,False,False,False,False,False,False,True,False,False
31248,31249,And ask instructors advice on everything when you have problems .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,advice,abstr,abstr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31249,31250,And ask instructors advice on everything when you have problems .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,problems,abstr,abstr,no_mod,1,False,True,False,False,False,True,False,True,False,False
31250,31251,I recommend Kanji classes .,obl,error,omit_the,omit,indef,spec,indef,classes,concr,concr,no_mod,0,True,False,False,False,False,True,False,True,False,False
31252,31253,"Communication classes are also good , my Japanese has improved after taking this class .",obl,error,omit_the,omit,indef,spec,indef,classes,concr,concr,no_mod,0,True,False,False,False,False,True,False,False,False,True
31253,31254,But I do n't know the difference of them .,obl,correct,correct_the,correct_art,def,spec,explanatory,difference,abstr,abstr,no_mod,1,True,False,False,False,False,False,False,True,False,False
31257,31258,I watched web video about the elementary knowledge of programming on ' nico nico douga ' .,obl,error,omit_a,omit,indef,spec,indef,video,concr,concr,no_mod,0,False,False,False,False,False,False,True,True,False,False
31258,31259,What is the difference of ' start ' and ' begin ' ? ?,obl,correct,correct_the,correct_art,def,spec,explanatory,difference,abstr,abstr,no_mod,1,True,False,False,False,False,False,False,False,False,True
31259,31260,Can I also write ' I started the study of the C language ' for the same mean ?,obl,correct,correct_the,correct_art,def,spec,explanatory,study,abstr,abstr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31261,31262,"Today is sunny , There is very old air conditioner , working but my office room is very hot !",obl,error,omit_a,omit,indef,spec,indef,conditioner,concr,concr,mod,0,False,False,False,False,False,False,True,False,False,True
31272,31273,"I am joining parties what welcome to new students , and these parties are great .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,parties,abstr,abstr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31273,31274,"I am joining parties what welcome to new students , and these parties are great .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,students,concr,concr,mod,1,False,True,False,False,False,False,False,True,False,False
31274,31275,I entered cheerful club and marathon circle .,obl,error,omit_the,omit,indef,spec,indef,club,concr,concr,mod,0,True,False,False,False,False,False,True,True,False,False
31275,31276,I will enjoy activities of these club .,obl,error,omit_the,omit,indef,nonspec,indef,activities,abstr,abstr,no_mod,0,True,False,False,False,False,False,False,True,False,False
31276,31277,I was lying as read an English book under the tree .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,book,concr,concr,mod,1,False,True,False,False,False,False,True,True,False,False
31277,31278,I was lying as read an English book under the tree .,obl,correct,correct_the,correct_art,def,spec,situational,tree,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31279,31280,"Next time , I 'll apply the medicine all over to protect by insects when I",obl_om,error,over_the,over,def,spec,situational,medicine,concr,concr,no_mod,0,False,True,False,False,False,False,True,True,False,False
31285,31286,Lyrics is all about my mother 's life lol Hope you 'll enjoy it and correct strange expressions and pronunciation .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,expressions,abstr,abstr,mod,1,False,True,False,False,False,False,False,True,False,False
31287,31288,I was so happy with my family and the foods were delicious .,obl,correct,correct_the,correct_art,def,spec,situational,foods,concr,concr,no_mod,1,True,False,False,True,False,True,False,False,False,True
31290,31291,"Taiwanese are really into the star sign and even in interviews , some interviewers very care about candidates ' star sign .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,interviews,abstr,abstr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31292,31293,"However , Japanese do not really understand the logic of star sign because they believe the blood type is more concinvable than star sign .",obl,correct,correct_the,correct_art,def,nonspec,explanatory,logic,abstr,abstr,no_mod,1,True,False,False,False,False,False,False,True,False,False
31293,31294,"However , Japanese do not really understand the logic of star sign because they believe the blood type is more concinvable than star sign .",obl,correct,correct_the,correct_art,def,nonspec,situational,type,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
31294,31295,My blood type is O which belongs to people who are good at social and have open personality .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,people,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31295,31296,My blood type is O which belongs to people who are good at social and have open personality .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,personality,abstr,abstr,mod,1,False,True,False,False,False,False,False,True,False,False
31296,31297,Everything has exception and I guess I am not counted in the stastistic of the star sign and blood type .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,exception,abstr,abstr,no_mod,1,False,True,False,False,False,False,True,True,False,False
31300,31301,"Sometimes , I wanted revenge on him .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,revenge,abstr,abstr,no_mod,1,False,True,True,False,False,False,False,True,False,False
31301,31302,But my hatred disappeared in the end when time passed and passed .,obl_om,correct,correct_zero,correct_om,def,spec,indef,time,concr,concr,no_mod,1,False,True,True,False,False,False,True,False,False,True
31302,31303,"Actually , a long while later he help me to spend time to study something .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,time,concr,concr,no_mod,1,False,True,True,False,False,False,True,True,False,False
31304,31305,"All I have to do is write a diary , is n't it ?",obl,correct,correct_a,correct_art,indef,nonspec,indef,diary,abstr,abstr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31307,31308,"At that time , there were no day I have n't written a diary .",obl,correct,correct_a,correct_art,indef,nonspec,indef,diary,abstr,abstr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31308,31309,So I had been continuing to keep a diary for three years !,obl,correct,correct_a,correct_art,indef,nonspec,indef,diary,abstr,abstr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31310,31311,I wo n't get fearful when I write a diary in English because I have friends who help me ! !,obl,correct,correct_a,correct_art,indef,nonspec,indef,diary,abstr,abstr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31311,31312,I wo n't get fearful when I write a diary in English because I have friends who help me ! !,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,friends,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31313,31314,I wait for aid,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,aid,concr,concr,no_mod,1,False,True,False,False,True,False,False,True,False,False
31316,31317,It is to be in time at time of the bus .,obl,correct,correct_the,correct_art,def,nonspec,situational,bus,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31317,31318,And I need to focus on looking for a job after this term finished .,obl,correct,correct_a,correct_art,indef,nonspec,indef,job,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31319,31320,and I have eat late breakfast .,obl,error,omit_a,omit,indef,nonspec,indef,breakfast,concr,concr,mod,0,False,False,False,False,False,False,False,True,False,False
31320,31321,content of breakfast is zucchini and eggplant and beef tomato spaghetti and fried pumpkin .,obl,error,omit_the,omit,indef,nonspec,indef,breakfast,concr,concr,no_mod,0,True,False,False,False,False,False,False,False,False,True
31321,31322,Soy sauce and beef has a great affinity .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,sauce,concr,concr,no_mod,1,False,True,False,False,False,False,True,False,False,True
31322,31323,This was the last chance that my classmates had a meal together since next semester we will be devided into two different classes .,obl,correct,correct_a,correct_art,indef,nonspec,indef,meal,concr,concr,no_mod,1,False,False,False,True,False,False,True,True,False,False
31325,31326,We drank beer and red wine for the first time and toast to the success of our drama show .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,beer,concr,concr,no_mod,1,False,True,False,True,False,False,True,True,False,False
31327,31328,We drank beer and red wine for the first time and toast to the success of our drama show .,obl,correct,correct_the,correct_art,def,spec,explanatory,success,abstr,abstr,no_mod,1,True,False,False,True,False,False,False,True,False,False
31328,31329,"So I lay down on my bed and listened muisc on the radio , which made me to have a good mood .",obl,correct,correct_the,correct_art,def,spec,situational,radio,concr,concr,no_mod,1,True,False,False,True,False,False,True,True,False,False
31329,31330,"So I lay down on my bed and listened muisc on the radio , which made me to have a good mood .",obl,correct,correct_a,correct_art,indef,nonspec,indef,mood,abstr,abstr,mod,1,False,False,False,True,False,False,False,True,False,False
31331,31332,"If I was upset and lack of confidence to tackle problems , I would turn to songs whose themes are relevant to the nessici ty of being confident .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,problems,abstr,abstr,no_mod,1,False,True,False,True,False,True,False,True,False,False
31332,31333,"If I was upset and lack of confidence to tackle problems , I would turn to songs whose themes are relevant to the nessici ty of being confident .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,songs,concr,concr,no_mod,1,False,True,False,True,False,True,False,True,False,False
31334,31335,"More importantly , many classic songs bring back memories of my past days , like the song yesterday once more .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,memories,abstr,abstr,no_mod,1,False,True,False,True,False,True,False,True,False,False
31335,31336,"More importantly , many classic songs bring back memories of my past days , like the song yesterday once more .",obl,correct,correct_the,correct_art,def,spec,anaphoric,song,concr,concr,no_mod,1,True,False,False,True,False,False,True,True,False,False
31336,31337,I learned this song in my junior high at the music class and I really admired the teacher who taught us this song as she can sung a english song so well .,obl_om,error,over_the,over,def,spec,situational,class,concr,concr,no_mod,0,False,True,False,True,False,False,True,True,False,False
31337,31338,I learned this song in my junior high at the music class and I really admired the teacher who taught us this song as she can sung a english song so well .,obl,correct,correct_the,correct_art,def,spec,explanatory,teacher,concr,concr,no_mod,1,True,False,False,True,False,False,True,True,False,False
31338,31339,I learned this song in my junior high at the music class and I really admired the teacher who taught us this song as she can sung a english song so well .,obl_om,error,over_a,over,indef,nonspec,indef,song,concr,concr,mod,0,False,True,False,True,False,False,True,True,False,False
31340,31341,I usually go to aerobics that held in a city gym on every Wednesday .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,aerobics,concr,concr,no_mod,1,False,True,False,False,False,False,True,True,False,False
31341,31342,I usually go to aerobics that held in a city gym on every Wednesday .,obl,error,sub_a_inst_the,error_art,indef,nonspec,indef,gym,concr,concr,no_mod,0,True,False,False,False,False,False,True,True,False,False
31346,31347,I had gotten mails by cc .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,mails,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31349,31350,The micro wave has a bad influence for my PC .,obl,correct,correct_a,correct_art,indef,spec,indef,influence,abstr,abstr,mod,1,False,False,False,False,False,False,False,True,False,False
31350,31351,I found that the machine which radiates micro wave was the cause of my PC 's bad condition .,obl,correct,correct_the,correct_art,def,spec,situational,machine,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
31352,31353,"After I had moved the machine from my PC to the distance , the condition had improved .",obl,correct,correct_the,correct_art,def,spec,situational,machine,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31353,31354,"Because the machine is necessary for my study , I am embarrassed .",obl,correct,correct_the,correct_art,def,spec,situational,machine,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
31354,31355,I watched a TV program about Unkei who was a sculptor in 12 century .,obl,correct,correct_a,correct_art,indef,spec,indef,program,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31355,31356,He is usually compered to Michelangelo but his images are more friendly to the common people .,obl,correct,correct_the,correct_art,indef,nonspec,indef,people,concr,concr,mod,1,True,False,False,False,False,False,False,True,False,False
31357,31358,In this connection the sculptor who makes only images of Buddha is called `` Busshi `` in Japanese .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,images,concr,concr,mod,1,False,True,False,False,False,False,False,True,False,False
31358,31359,"Last night , I felt ache in my stomach .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,ache,concr,concr,no_mod,1,False,True,False,False,False,False,True,True,False,False
31361,31362,Today I went a party and I met a Korean guy who is a UBC student .,obl,correct,correct_a,correct_art,indef,spec,indef,party,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31362,31363,Today I went a party and I met a Korean guy who is a UBC student .,obl,correct,correct_a,correct_art,indef,spec,indef,guy,concr,concr,mod,1,False,False,False,False,False,False,True,True,False,False
31363,31364,Now he 's been learning Finance and he mentioned about work .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,work,abstr,abstr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31365,31366,Why you can earn more at Canadian companies is that they estimate indindividual skills more than Asian companies do so it really depens on the your skills whether you can earn a lot of money or not .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,companies,abstr,abstr,mod,1,False,True,False,False,False,False,False,True,False,False
31366,31367,Why you can earn more at Canadian companies is that they estimate indindividual skills more than Asian companies do so it really depens on the your skills whether you can earn a lot of money or not .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,skills,abstr,abstr,mod,1,False,True,False,False,False,False,False,True,False,False
31369,31370,I was naturally convinced that Canadian students study really hard .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,students,concr,concr,mod,1,False,True,False,False,False,False,False,False,False,True
31376,31377,"The first day , the first feeling , the first matter .",obl,correct,correct_the,correct_art,def,nonspec,situational,day,concr,concr,mod,1,True,False,False,True,False,False,True,False,False,True
31377,31378,"The first day , the first feeling , the first matter .",obl,correct,correct_the,correct_art,def,nonspec,situational,feeling,abstr,abstr,mod,1,True,False,False,True,False,False,True,False,True,False
31380,31381,I do n't feel so better even after taking a medicine .,obl,correct,correct_a,correct_art,indef,nonspec,indef,medicine,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31384,31385,and my family are spend in the house all day long .,obl,correct,correct_the,correct_art,def,spec,anaphoric,house,concr,concr,no_mod,1,True,False,True,False,False,False,True,True,False,False
31385,31386,"Whenever I answer the phone around midnight , I 'll get nervous .",obl,correct,correct_the,correct_art,def,nonspec,situational,phone,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31400,31401,"Last Sunday night , my wife had an appointment to participate her friend 's wedding party .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,appointment,concr,concr,no_mod,1,False,True,False,False,False,False,True,True,False,False
31403,31404,"I feed them , and took a bath together , and went to bed .",obl,correct,correct_a,correct_art,indef,spec,indef,bath,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31408,31409,"When I get a new rent house , I 'll be so happy !",obl,correct,correct_a,correct_art,indef,nonspec,indef,house,concr,concr,mod,1,False,False,False,False,False,False,True,True,False,False
31412,31413,Almost everyone does not have a plan to buy a car at this moment .,obl,correct,correct_a,correct_art,indef,nonspec,indef,car,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31415,31416,Would you like a window or a aisle seat ?,obl,correct,correct_a,correct_art,indef,nonspec,indef,window,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31417,31418,What country has a best economy in the world ?,obl,error,sub_a_inst_the,error_art,indef,nonspec,indef,economy,abstr,abstr,mod,0,True,False,False,False,False,False,False,True,False,False
31418,31419,What is the most visited country in the World ?,obl,correct,correct_the,correct_art,def,spec,situational,country,concr,concr,mod,1,True,False,False,False,False,False,True,False,False,True
31420,31421,"When I went to restaurant , my favorite movie was broadcast which was `` Drum Line `` .",obl,error,omit_a,omit,indef,spec,indef,restaurant,concr,concr,no_mod,0,False,False,False,False,False,False,True,True,False,False
31421,31422,"I watched the movie of all , though I have a homework . . .",obl_om,error,over_a,over,indef,spec,indef,homework,concr,concr,no_mod,0,False,True,False,False,False,False,False,True,False,False
31424,31425,Do you know a magazine `` The Newyorker `` ?,obl,correct,correct_a,correct_art,indef,nonspec,indef,magazine,concr,concr,no_mod,1,False,False,True,False,False,False,True,True,False,False
31426,31427,I woke up early around 2 : 00 am and learning civil law for coming test at my university .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,law,abstr,abstr,mod,1,False,True,False,False,False,False,True,True,False,False
31430,31431,I fell in love with a girl who is still loving x - boyfriend .,obl,correct,correct_a,correct_art,indef,spec,indef,girl,concr,concr,no_mod,1,False,False,True,False,False,False,True,True,False,False
31436,31437,Yet another he found a pixar which I have heard before in the movie theater .,obl,correct,correct_the,correct_art,def,spec,situational,theater,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31441,31442,"After a while , I entered my room , and I noticed nice smell .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,smell,concr,concr,mod,1,False,True,False,False,False,False,False,True,False,False
31442,31443,"I like aromatherapy , and I have a lavender essential oil .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,aromatherapy,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31443,31444,Lavender aroma makes me relax .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,aroma,concr,concr,no_mod,1,False,True,False,False,False,False,False,False,False,True
31446,31447,I went to buy a dress suit for a tailer yesterday .,obl,correct,correct_a,correct_art,indef,spec,indef,suit,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31447,31448,"Becase I participate in the wedding ceremony of my friend , and I do n't have a foemal dress .",obl_om,error,over_a,over,indef,nonspec,indef,dress,concr,concr,mod,0,False,True,False,False,False,False,True,True,False,False
31451,31452,It seems that there are many host families who provide students with their home just for money recently .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,families,concr,concr,mod,1,False,True,False,False,False,False,False,False,False,True
31452,31453,It seems that there are many host families who provide students with their home just for money recently .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,students,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
31453,31454,It seems that there are many host families who provide students with their home just for money recently .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,money,concr,concr,no_mod,1,False,True,False,False,False,False,True,True,False,False
31455,31456,"Since this bird is seldom seen , it is difficult to take a photograph .",obl,correct,correct_a,correct_art,indef,nonspec,indef,photograph,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
31456,31457,This bird is very good at catching a fish .,obl_om,error,over_a,over,indef,nonspec,indef,fish,concr,concr,no_mod,0,False,True,False,False,False,False,True,True,False,False
31491,31492,"When I want to buy a electrical appliance which is expensive , I 'll go there .",obl_om,error,over_a,over,indef,nonspec,indef,appliance,concr,concr,mod,0,False,True,False,False,False,False,True,True,False,False
31492,31493,"The last thing I bought was a TV and I could get a big discount , so I saved about 40000 or 50000yen than I buy it at same store near my house .",obl,correct,correct_the,correct_art,def,spec,situational,thing,concr,concr,mod,1,True,False,False,False,False,False,True,False,False,True
31493,31494,"The last thing I bought was a TV and I could get a big discount , so I saved about 40000 or 50000yen than I buy it at same store near my house .",obl,correct,correct_a,correct_art,indef,spec,indef,discount,concr,concr,mod,1,False,False,False,False,False,False,True,True,False,False
31498,31499,I worked out at gym with my friend today .,obl,error,omit_the,omit,indef,spec,indef,gym,concr,concr,no_mod,0,True,False,False,False,False,False,True,True,False,False
31500,31501,"In five minutes , the lesson would be finished , then suddenly , the internet of my PC was disconnected ! !",obl,correct,correct_the,correct_art,def,spec,situational,lesson,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
31501,31502,"Sometimes , the same situation happens in my PC .",obl,correct,correct_the,correct_art,def,nonspec,situational,situation,abstr,abstr,mod,1,True,False,False,False,False,False,True,False,False,True
31504,31505,I washed then ate cookies .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,cookies,concr,concr,no_mod,1,False,True,False,False,True,False,False,True,False,False
31508,31509,"There are few photos in my journal , so I decide to take pictures more .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,photos,concr,concr,mod,1,False,True,False,False,False,False,False,False,False,True
31510,31511,I have worked in a nursing home for 5 days because I have to do when I want to get the teacher 's license in Japan .,obl,correct,correct_a,correct_art,indef,spec,indef,home,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
