item_id,L1,L2,Position,HeadN,Oblig,Error,Target,ErType,ErType2,Ntype,Synt,modif
953,"""Yesterday , I went to Home Depot to buy a bag of soil and a planter .""","""Yesterday , I went to Home Depo to buy a bag of soil and a planter .""",11,bag,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
954,"""Yesterday , I went to Home Depot to buy a bag of soil and a planter .""","""Yesterday , I went to Home Depo to buy a bag of soil and a planter .""",13,soil,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
955,"""Yesterday , I went to Home Depot to buy a bag of soil and a planter .""","""Yesterday , I went to Home Depo to buy a bag of soil and a planter .""",16,planter,obl,correct,a,correct_a,correct_art,sing,other,no_mod
956,"""Oh , I just remembered , I also bought a set of starting pots forthose herbs .""","""Oh , I just remember , I also bought a seat of starting pots for that herbs .""",13,starting,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
957,"""a patio , not a garden .""","""a patio , not garden .""",2,patio,obl,correct,a,correct_a,correct_art,sing,pred/prop,no_mod
958,"""a patio , not a garden .""","""a patio , not garden .""",5,garden,obl,error,a,omit_a,over,sing,appos,no_mod
959,"""I wanted to do sowing of Violas but I did n't have enoughstarting pots , so I will go to Home Depo again tomorrow .""","""I wanted to do sowing of Violas but starting pots was lack , so I would go to Home Depo again tomorrow .""",12,pots,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
960,"""I wanted to do sowing of Violas but I did n't have enoughstarting pots , so I will go to Home Depo again tomorrow .""","""I wanted to do sowing of Violas but starting pots was lack , so I would go to Home Depo again tomorrow .""",22,tomorrow,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
961,a ) I 'm lacking the sensitivity needed to depict whether an expression is formal or informal .,a ) I 'm lacking in the sensitivity to whether an expression is formal or informal .,12,expression,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
962,"""b ) I have to have a sensitivity towards others , or girls wo n't like me .""",b ) I have to cultivate ( enhance / enrich / sophisticate ) the sensitivity to others ' feelings .,15,sensitivity,obl,error,a,omit_a,over,sing,obj,no_mod
963,"""Especially , in the company , there are many relations .""","""Especially , in company , there are many relations .""",4,company,obl,error,the,omit_the,over,sing,other,no_mod
964,"""Especially , in the company , there are many relations .""","""Especially , in company , there are many relations .""",9,relations,obl_om,correct,zero,correct_zero,correct_om,plural,sub,mod
965,I want to know how people communicate with each other in foreign countries .,I want to know how does communicate with each other in foreign countries .,12,countries,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
966,I think I caught a cold : - (,I think I cought a cold : - (,5,cold,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
967,"""I took some medicine , but I still feel bad .""","""I took a medicine , but I still feel bad .""",4,medicine,obl_om,error,zero,over_a,omit,sing,obj,no_mod
968,"""Yesterday , I went to a shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""","""Yesterday , I went to the shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""",1,Yesterday,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
969,"""Yesterday , I went to a shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""","""Yesterday , I went to the shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""",7,shopping,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
970,"""Yesterday , I went to a shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""","""Yesterday , I went to the shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""",8,mall,obl,error,a,sub_the_inst_a,error_art,sing,other,no_mod
971,"""Yesterday , I went to a shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""","""Yesterday , I went to the shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""",20,lot,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
972,"""Yesterday , I went to a shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""","""Yesterday , I went to the shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""",23,clothes,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
973,"""Yesterday , I went to a shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""","""Yesterday , I went to the shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""",25,bags,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
974,"""Yesterday , I went to a shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""","""Yesterday , I went to the shopping mall called `` Dessert Hills `` and I found a lot of reasonable clothes , bags , shoes and so on .""",27,shoes,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
975,I bought a lot of stuff and walked a lot . . .,I bought a lot of stuffs and walked a lot . . .,3,lot,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
976,I bought a lot of stuff and walked a lot . . .,I bought a lot of stuffs and walked a lot . . .,5,stuff,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
977,I bought a lot of stuff and walked a lot . . .,I bought a lot of stuffs and walked a lot . . .,9,lot,obl,correct,a,correct_a,correct_art,sing,other,no_mod
978,I work in an e - commerce company .,I words in An e - commerce company .,4,e,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
979,I work in an e - commerce company .,I words in An e - commerce company .,6,commerce,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
980,I work in an e - commerce company .,I words in An e - commerce company .,7,company,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
981,"""I was n't able to drink alcohol because of medicine . I wanted to drink , though .""","""Because of medicine I was not able to drink alcohol , I wanted to drink , though .""",0,alcohol,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
982,But I enjoyed the drinking party !,But I enjoyed drinking party !,3,drinking,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
983,But I enjoyed the drinking party !,But I enjoyed drinking party !,4,party,obl,error,the,omit_the,over,sing,obj,no_mod
984,I always watch TV on a Saturday night .,I always watch TV at Saturday night .,3,TV,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
985,I always watch TV on a Saturday night .,I always watch TV at Saturday night .,6,night,obl,error,a,omit_a,over,sing,other,no_mod
986,I ca n't watch TV on weekdays Because I am working .,"""I ca n't watch TV weekday , Because I am working weekday .""",4,TV,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
987,I like comedy story and history story .,I like comedy story and history story .,2,comedy,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
988,I like comedy story and history story .,I like comedy story and history story .,3,story,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
989,I like comedy story and history story .,I like comedy story and history story .,5,history,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
990,I like comedy story and history story .,I like comedy story and history story .,6,story,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
991,"""Today , I enjoyed a TV program about little boy 's and girl 's first errands .""","""Today , I enjoyed a TV program about little boy 's or girl 's first errands .""",1,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
992,"""Today , I enjoyed a TV program about little boy 's and girl 's first errands .""","""Today , I enjoyed a TV program about little boy 's or girl 's first errands .""",6,TV,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
993,"""Today , I enjoyed a TV program about little boy 's and girl 's first errands .""","""Today , I enjoyed a TV program about little boy 's or girl 's first errands .""",7,program,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
994,"""Today , I enjoyed a TV program about little boy 's and girl 's first errands .""","""Today , I enjoyed a TV program about little boy 's or girl 's first errands .""",10,boy,obl_om,correct,zero,correct_zero,correct_om,sing,gen,mod
995,"""Today , I enjoyed a TV program about little boy 's and girl 's first errands .""","""Today , I enjoyed a TV program about little boy 's or girl 's first errands .""",13,girl,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
996,"""It was a little bit expensive for me , but I was so happy to get it .""","""It 's a little bit expensive for me , but I 'm so happy to get it .""",5,bit,obl,correct,a,correct_a,correct_art,sing,other,mod
997,"""Sometimes , When I get back from college , I feel that I can do absolutely nothing but watch a movie .""","""Sometimes , When I get back from college , I feel that I can do absolutely nothing but watching a movie .""",8,college,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
998,"""Sometimes , When I get back from college , I feel that I can do absolutely nothing but watch a movie .""","""Sometimes , When I get back from college , I feel that I can do absolutely nothing but watching a movie .""",21,movie,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
999,"""I feel so exhausted but I can not sleep because If I slept then when I wake up , I 'd have to start studying again or go to college .""","""I feel so exhausted but I can not sleep because If I slept then when I wake up , I 'll have to start studying again or going to college .""",30,college,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1000,Here is the ending .,Here is ending .,2,ending,obl,error,the,omit_the,over,sing,sub,no_mod
1001,But the stuation is being recovered by help not only from other Japanese but also from countries all over the world .,But the stuation is being recovering by helping not only Japanese but aloso all over the world .,2,stuation,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
1002,But the stuation is being recovered by help not only from other Japanese but also from countries all over the world .,But the stuation is being recovering by helping not only Japanese but aloso all over the world .,7,help,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1003,But the stuation is being recovered by help not only from other Japanese but also from countries all over the world .,But the stuation is being recovering by helping not only Japanese but aloso all over the world .,16,world,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1004,"""Unfortunately , we ca n't say there is no problem at the Fukushima reactor .""","""Unfortunately , we ca n't say there is no problem at Fukushima reactor .""",10,problem,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
1005,"""Unfortunately , we ca n't say there is no problem at the Fukushima reactor .""","""Unfortunately , we ca n't say there is no problem at Fukushima reactor .""",13,reactor,obl,error,the,omit_the,over,sing,other,no_mod
1006,I am going to move out to Saitama ( in the Kanto area ) from where I currently live just because I study at the university in Saitama .,I am going to move out to Saitama ( Kanto area ) from here just because I study at the university in Saitama .,10,area,obl,error,the,omit_the,over,sing,other,no_mod
1007,I am going to move out to Saitama ( in the Kanto area ) from where I currently live just because I study at the university in Saitama .,I am going to move out to Saitama ( Kanto area ) from here just because I study at the university in Saitama .,20,university,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1008,I 'm very worried about the radiation .,I 'm very worry about the radiation .,7,radiation,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1009,We do n't know when the situation will recover perfectly .,We do n't know when the situation recover perfectly .,6,situation,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
1010,The worst thing in the world is sitting in a room with only your pen and watching the time go away,The worst thing in the world is sitting in a room with only your pen and watch the time go away,2,thing,obl,correct,the,correct_the,correct_art,sing,sub,mod
1011,The worst thing in the world is sitting in a room with only your pen and watching the time go away,The worst thing in the world is sitting in a room with only your pen and watch the time go away,5,world,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1012,The worst thing in the world is sitting in a room with only your pen and watching the time go away,The worst thing in the world is sitting in a room with only your pen and watch the time go away,10,room,obl,correct,a,correct_a,correct_art,sing,other,no_mod
1013,The worst thing in the world is sitting in a room with only your pen and watching the time go away,The worst thing in the world is sitting in a room with only your pen and watch the time go away,18,time,obl,correct,the,correct_the,correct_art,sing,obj,no_mod
1014,Reading Books in the Bath,Reading Books in a bath,0,Reading,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1015,Reading Books in the Bath,Reading Books in a bath,1,Books,obl_om,correct,zero,correct_zero,correct_om,plural,pred/prop,no_mod
1016,My favorite time is when I read books while taking a bath !,My precious time is the time when I read books taking a bath !,9,books,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
1017,My favorite time is when I read books while taking a bath !,My precious time is the time when I read books taking a bath !,12,bath,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
1018,I usually take a bath for more than half an hour .,I usually take a bath more than half an hour .,4,bath,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
1019,I usually take a bath for more than half an hour .,I usually take a bath more than half an hour .,9,hour,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1020,I think reading about others ' love affairs does n't make any sense for me .,I think knowing others ' love affair does n't make any sense for me .,3,others,obl_om,correct,zero,correct_zero,correct_om,plural,gen,no_mod
1021,I think reading about others ' love affairs does n't make any sense for me .,I think knowing others ' love affair does n't make any sense for me .,5,love,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1022,I think reading about others ' love affairs does n't make any sense for me .,I think knowing others ' love affair does n't make any sense for me .,11,sense,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
1023,"""I like the stories that are unexpected / surprising , like a roller - coaster .""",I like the stories which can not be expected and be like a roller,4,stories,obl,error,the,omit_the,over,plural,obj,no_mod
1024,I expected an earthquake would occur while I was washing my face in the morning .,I thought earthquake is coming when I wash my face in the morning .,2,earthquake,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
1025,I expected an earthquake would occur while I was washing my face in the morning .,I thought earthquake is coming when I wash my face in the morning .,12,morning,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1026,I prepared an emergency bag in case .,I made an emergency bag in case .,3,emergency,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1027,I prepared an emergency bag in case .,I made an emergency bag in case .,4,bag,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
1028,I prepared an emergency bag in case .,I made an emergency bag in case .,6,case,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1029,"""We walked around the garden , we saw the animals and differents trees ; we had a small lunch""","""We walked around the garden , we saw the animals and differents trees ; we had a smoll lunch""",5,garden,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1030,"""We walked around the garden , we saw the animals and differents trees ; we had a small lunch""","""We walked around the garden , we saw the animals and differents trees ; we had a smoll lunch""",10,animals,obl,correct,the,correct_the,correct_art,plural,obj,no_mod
1031,"""We walked around the garden , we saw the animals and differents trees ; we had a small lunch""","""We walked around the garden , we saw the animals and differents trees ; we had a smoll lunch""",13,trees,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
1032,"""I like making a plan , but I ca n't follow my plan .""","""I like making a plan , but I ca n't fulfill my plan .""",5,plan,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
1033,"""I think I 'm a lazy person , so I tend to choose an easy way out .""","""I think I 'm a lazy person , so I tend to choose an easy way .""",8,person,obl,correct,a,correct_a,correct_art,sing,other,mod
1034,"""I think I 'm a lazy person , so I tend to choose an easy way out .""","""I think I 'm a lazy person , so I tend to choose an easy way .""",16,way,obl_om,correct,zero,correct_zero,correct_om,sing,obj,mod
1035,I want to do many things in one day .,I want to do many things for one day .,5,things,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
1036,I want to do many things in one day .,I want to do many things for one day .,8,day,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1037,"""On the other hand , I think I spend too many hours using the computer .""","""On the other hand , I think I spend too many hours to use a computer .""",4,hand,obl,correct,the,correct_the,correct_art,sing,other,mod
1038,"""On the other hand , I think I spend too many hours using the computer .""","""On the other hand , I think I spend too many hours to use a computer .""",13,hours,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
1039,"""On the other hand , I think I spend too many hours using the computer .""","""On the other hand , I think I spend too many hours to use a computer .""",16,computer,obl,error,the,sub_a_inst_the,error_art,sing,obj,no_mod
1040,"""It is fun indeed , but it is a waste of time for me .""","""It is fun indeed , but it is waste time for me .""",10,time,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1041,"""If I stop checking sites so often , I think I can save more time .""","""If I quite checking sites so many often , I think I can save my time more .""",5,sites,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
1042,"""If I stop checking sites so often , I think I can save more time .""","""If I quite checking sites so many often , I think I can save my time more .""",17,time,obl_om,correct,zero,correct_zero,correct_om,sing,obj,mod
1043,I will make a good schedule which I will follow .,I must make a good schedule which I never give up on it way to .,5,schedule,obl,correct,a,correct_a,correct_art,sing,obj,mod
1044,"""I want to have stronger mind to keep my schedule , and I want to control my time , not let time control me .""","""I want to have more strong mind to keep my schedule , and I want to control a time , not time control me .""",7,mind,obl_om,correct,zero,correct_zero,correct_om,sing,obj,mod
1045,"""I want to have stronger mind to keep my schedule , and I want to control my time , not let time control me .""","""I want to have more strong mind to keep my schedule , and I want to control a time , not time control me .""",22,time,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
1046,Hi everyone it 's been a while since I wrote my last diary here .,Hi everyone it 's been a while since I wrote the last diary here .,6,while,obl,correct,a,correct_a,correct_art,sing,pred/prop,no_mod
1047,On Friday I was Scream and on Saturday I was a blond haired girl .,On Friday I was Scream and on Saturday I was a blond hair girl .,13,girl,obl,correct,a,correct_a,correct_art,sing,other,mod
1048,It reminded me of a high school festival .,It remind me high school festival .,4,school,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
1049,It reminded me of a high school festival .,It remind me high school festival .,5,festival,obl,error,a,omit_a,over,sing,other,no_mod
1050,What I found through clubing as a girl is that some guys are so disgusting ! !,What I found through clubing as a girl is some guys are so disgusting ! !,7,girl,obl,correct,a,correct_a,correct_art,sing,other,no_mod
1051,What I found through clubing as a girl is that some guys are so disgusting ! !,What I found through clubing as a girl is some guys are so disgusting ! !,10,guys,obl_om,correct,zero,correct_zero,correct_om,plural,sub,no_mod
1052,Especially one guy who tried to dance with me was so disgusting ! !,Especially one guy who try to dance with me was so disgusting ! !,2,guy,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
1053,He was getting too close and touching my ass with his leg even though I 'm a man .,He was getting too close and touch my ass with his leg even I 'm a man .,17,man,obl,correct,a,correct_a,correct_art,sing,other,no_mod
1054,The club had some small stages and I was dancing on it then a guy came to dance with me .,The club has some small stages and I was dancing on it then a guy came to dance with me .,1,club,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
1055,The club had some small stages and I was dancing on it then a guy came to dance with me .,The club has some small stages and I was dancing on it then a guy came to dance with me .,5,stages,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
1056,The club had some small stages and I was dancing on it then a guy came to dance with me .,The club has some small stages and I was dancing on it then a guy came to dance with me .,14,guy,obl,correct,a,correct_a,correct_art,sing,sub,no_mod
1057,"""After 5 or 10 minutes of dancing , at last he noticed that I was a man .""","""After 5 or 10 minutes dance , at last he noticed I 'm a man .""",9,last,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1058,"""After 5 or 10 minutes of dancing , at last he noticed that I was a man .""","""After 5 or 10 minutes dance , at last he noticed I 'm a man .""",15,man,obl,error,a,omit_a,over,sing,other,no_mod
1059,Anyway I enjoyed it a lot ! !,Anyway I enjoyed a lot ! !,4,lot,obl,correct,a,correct_a,correct_art,sing,other,no_mod
1060,I wasted too much time watching Youtube .,I wasted too much time on watching Youtube .,4,time,obl_om,correct,zero,correct_zero,correct_om,sing,obj,mod
1061,Political ones often are full of childish swearing .,Political ones are always full of childish swearings .,1,ones,obl_om,correct,zero,correct_zero,correct_om,plural,sub,mod
1062,Political ones often are full of childish swearing .,Political ones are always full of childish swearings .,7,swearing,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
1063,I was interested in how they explain the book which I read few years ago ( in Japanese ) only the begining and gave up .,I was interested in how they explain the book which I read few years ago ( in Japanese ) only the initial and threw up .,8,book,obl,correct,the,correct_the,correct_art,sing,obj,no_mod
1064,I was interested in how they explain the book which I read few years ago ( in Japanese ) only the begining and gave up .,I was interested in how they explain the book which I read few years ago ( in Japanese ) only the initial and threw up .,13,years,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
1065,`` Exile `` is the one of the most famous vocal groups in Japan .,`` Exile `` is the one of the most famous vocal group .,7,one,obl,correct,the,correct_the,correct_art,sing,pred/prop,no_mod
1066,"""But today , I 'll introduce to you a very rare unit `` Okaxile `` .""","""But today , I 'll introduce you very rare unit `` Okaxile `` .""",2,today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1067,"""But today , I 'll introduce to you a very rare unit `` Okaxile `` .""","""But today , I 'll introduce you very rare unit `` Okaxile `` .""",10,unit,obl,error,a,omit_a,over,sing,obj,mod
1068,And he leads the dance in this song .,And he lead the dance at this music .,4,dance,obl,correct,the,correct_the,correct_art,sing,obj,no_mod
1069,He has a funny and interesting dance .,He had funny and intersting dance .,5,dance,obl,error,a,omit_a,over,sing,obj,mod
1070,You can check other videos of Okaxile .,You can check other videos about Okaxile .,4,videos,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
1071,This Youtube video has such a good symphony of music and such good images .,This youtube video is so good at symphony of music and image .,7,symphony,obl,error,a,omit_a,over,sing,obj,mod
1072,This Youtube video has such a good symphony of music and such good images .,This youtube video is so good at symphony of music and image .,9,music,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1073,Time flies like an arrow .,Time fries like an arrow .,0,Time,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
1074,Time flies like an arrow .,Time fries like an arrow .,4,arrow,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1075,"""It is really thanks for my wife , who has started learning English .""","""It is really thanks for my wife , has started learning English .""",4,thanks,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,no_mod
1076,"""- First , I 'll go to GwangJu by bicycle .""","""- First , I go to GwangJu by bicycle .""",9,bicycle,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1077,"""Inevitably , I had to go to DamYang by bus .""","""Inevitably , I should go to DamYang by bus .""",9,bus,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1078,Today is the Asia Champion League 's first match .,Today is Asia Champion League first match .,0,Today,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
1079,Korean since its common in my sister 's work place .,Korean since Korean often come to my sister 's work place .,9,work,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1080,"""Luckily , I have some Korean friends so I worked on it while asking""","""Luckyily , I have some Korean friends so I worked on it asking""",7,friends,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
1081,my friends whether the translation is correct or not .,my frineds weather the translation is correct or not .,4,translation,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
1082,Keeping a diary is difficult for me .,Keeping a diary is difficult to me .,2,diary,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
1083,"""I want to keep a diary everyday , but it is not a simple thing for me .""","""I want to keep a diary everyday , but it is not simple thing to me .""",6,diary,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
1084,"""I want to keep a diary everyday , but it is not a simple thing for me .""","""I want to keep a diary everyday , but it is not simple thing to me .""",14,thing,obl,error,a,omit_a,over,sing,other,mod
1085,It was a margherita pizza .,It was a mergherita pizza .,4,pizza,obl,correct,a,correct_a,correct_art,sing,pred/prop,no_mod
1086,I like cheeze and a basil .,I like a cheeze and a basil .,3,cheeze,obl_om,error,zero,over_a,omit,sing,obj,no_mod
1087,I like cheeze and a basil .,I like a cheeze and a basil .,6,basil,obl,correct,a,correct_a,correct_art,sing,other,no_mod
1088,We sat in outdoor seats .,We sat outdoor seats .,3,seats,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
1089,I feel summer will come soon in Japan .,I felt summer will come soon in Japan .,2,summer,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
1090,An interesting TV show aired last Saturday .,An interesting TV show was aired last Saturday .,2,TV,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1091,An interesting TV show aired last Saturday .,An interesting TV show was aired last Saturday .,3,show,obl_om,correct,zero,correct_zero,correct_om,sing,sub,mod
1092,"""In Japan , there are strange customs as mentioned above , like hanami .""","""In Japan , strange custom is remained as for hanami .""",10,hanami,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1093,"""During hanami , we have to find a place before starting .""","""When we have hanami , we have to get place before starting .""",4,hanami,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1094,"""During hanami , we have to find a place before starting .""","""When we have hanami , we have to get place before starting .""",10,place,obl,error,a,omit_a,over,sing,obj,no_mod
1095,"""So , whenever I pass by , I am sure they must be new employees .""","""So , whenver I pass by , I am sure they must be new employees .""",15,employees,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
1096,"""Today , my country is raining .""","""Today , my country is rainy .""",1,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1097,"""Unfortunately , we have to finish term examinations .""","""But , we have to finish term examination .""",7,term,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1098,I can not come on here for around 2 weeks .,I can not come to here for around 2 weeks .,9,weeks,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
1099,"""If a test is over , I will come again .""","""If a test is over , I come again .""",3,test,obl,correct,a,correct_a,correct_art,sing,sub,no_mod
1100,"""By the way , do you know ' Lucky Taxi ' ?""","""By the way , dou you know ' Lucky Taxi ' ?""",3,way,obl,correct,the,correct_the,correct_art,sing,other,no_mod
1101,"""Today , I had a lot of free time .""","""Today , I was very free .""",1,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1102,"""Then , I remembered a very important thing .""","""Then , I remembered very important thing .""",7,thing,obl,error,a,omit_a,over,sing,obj,mod
1103,T `` it was a challenging time .,T `` is challange time .,5,time,obl,error,a,omit_a,over,sing,pred/prop,mod
1104,I do n't like science as well .,I do n't like science too .,4,science,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
1105,I then went to the park .,"""I went to a park ,""",4,park,obl,error,the,omit_the,over,sing,other,no_mod
1106,I enjoyed playing soccer and baseball with my friends .,"""So , I enjoyed playing soccer and baseball with my friends .""",5,soccer,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
1107,I enjoyed playing soccer and baseball with my friends .,"""So , I enjoyed playing soccer and baseball with my friends .""",7,baseball,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1108,It may rain at any moment .,It ( is able to / may ) rain at any moment .,11,moment,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
1109,Please lend me a pen to write with .,Please lend me a pen to write ( with / on ) .,4,pen,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
1110,"""He explaned the reason in Swahili , so I was n't able to understand , but I realized that they were being punished .""","""He explaned the reason in Swahili , so I was n't able to understand , but I realized that they were in under the punishment .""",4,reason,obl,correct,the,correct_the,correct_art,sing,obj,no_mod
1111,Do you remember my journal entry that I wrote 2 days ago ?,Do you remember my journal which I wrote 2 days ago ?,9,days,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
1112,"""When I was in Korea , if we skipped the class because of other affairs , they seemed very happy .""","""When I was in Korea , if we skipped the calss because of other affairs , they seemed very happy .""",15,affairs,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
1113,"""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied with my students who listened devouring every word .""","""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied of my students who listened devouring every word .""",5,class,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
1114,"""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied with my students who listened devouring every word .""","""Whenever I have a class at night ( actually , sometimes we have an extra class at night like today ) , I was satisfied of my students who listened devouring every word .""",7,night,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
